Id,Site,Plot,Class,Order,Family,Genera,Species,Tree,Strata,Leaf,SPAD.average,Fresh.weight,Area,Dry.weight,LMA,LDMC,THICKNESS,LNC,LCC,N.C
1115,SANLO,SANLOSUR,Dicots,Rosales,Moraceae,Brosimum,Brosimum utile,N,0,3,56.2,1.568,0.007515,0.618,82.23552894,0.394132653,208.6493679,1.292,48.142,0.026837273
1116,SANLO,SANLOSUR,Dicots,Rosales,Moraceae,Brosimum,Brosimum utile,N,0,6,60.275,3.53,0.018172,1.162,63.94453005,0.32917847,194.2548976,1.884,48.964,0.038477249
1117,SANLO,SANLOSUR,Dicots,Rosales,Moraceae,Brosimum,Brosimum utile,N,0,7,62.175,3.28,0.01694,1.136,67.06021251,0.346341463,193.6245573,1.751,48.724,0.035937115
1118,SANLO,SANLOSUR,Dicots,Rosales,Moraceae,Brosimum,Brosimum utile,N,0,8,61.825,2.751,0.015298,0.926,60.53078834,0.336604871,179.8274284,1.471,47.831,0.030754113
1119,SANLO,SANLOSUR,Dicots,Magnoliales,Myristicaceae,Virola,Virola multiflora,O (39097),1,1,74.95,1.211,0.003238,0.47,145.151328,0.388109001,373.996294,1.846,52.318,0.035284223
1120,SANLO,SANLOSUR,Dicots,Magnoliales,Myristicaceae,Virola,Virola multiflora,O (39097),1,2,71.875,1.293,0.003566,0.501,140.4935502,0.387470998,362.5911385,1.568,50.237,0.031212055
1121,SANLO,SANLOSUR,Dicots,Magnoliales,Myristicaceae,Virola,Virola multiflora,O (39097),1,3,74.775,1.154,0.003051,0.444,145.526057,0.3847487,378.2366437,1.546,47.774,0.032360698
1122,SANLO,SANLOSUR,Dicots,Magnoliales,Myristicaceae,Virola,Virola multiflora,O (39097),0,6,61.9,0.587,0.001832,0.213,116.2663755,0.36286201,320.4148472,1.389,48.147,0.028849149
1123,SANLO,SANLOSUR,Dicots,Magnoliales,Myristicaceae,Virola,Virola multiflora,O (39097),0,7,66.875,0.815,0.002475,0.282,113.9393939,0.34601227,329.2929293,1.915,51.274,0.037348364
1124,SANLO,SANLOSUR,Dicots,Magnoliales,Myristicaceae,Virola,Virola multiflora,O (39097),0,8,66.2,0.746,0.002139,0.249,116.4095372,0.333780161,348.7611033,1.524,47.145,0.032325803
1125,SANLO,SANLOSUR,Dicots,Rosales,Moraceae,Maquira,Maquira guianensis,P (39095),0,1,60.075,0.867,0.003711,0.309,83.26596605,0.356401384,233.6297494,1.65,45.13,0.036561046
1126,SANLO,SANLOSUR,Dicots,Rosales,Moraceae,Maquira,Maquira guianensis,P (39095),0,2,60.15,0.636,0.002705,0.224,82.80961183,0.352201258,235.1201479,2.484,42.789,0.058052303
1127,SANLO,SANLOSUR,Dicots,Rosales,Moraceae,Maquira,Maquira guianensis,P (39095),0,3,59.4,0.413,0.001787,0.144,80.58198097,0.348668281,231.1135982,1.649,43.644,0.037782971
1128,SANLO,SANLOSUR,Dicots,Rosales,Moraceae,Maquira,Maquira guianensis,P (39095),0,6,59.15,0.673,0.003139,0.234,74.54603377,0.34769688,214.3994903,1.94,40.471,0.047935559
1129,SANLO,SANLOSUR,Dicots,Rosales,Moraceae,Maquira,Maquira guianensis,P (39095),0,7,59.175,0.872,0.003804,0.326,85.69926393,0.373853211,229.232387,1.949,42.829,0.045506549
1130,SANLO,SANLOSUR,Dicots,Rosales,Moraceae,Maquira,Maquira guianensis,P (39095),0,8,57.25,0.75,0.003203,0.246,76.80299719,0.328,234.1554792,1.908,45.365,0.042058856
1131,SANLO,SANLOSUR,Dicots,Sapindales,Sapindaceae,Cupania,Cupania scrobiculata,Q (40173),0,1,49.525,1.083,0.004019,0.488,121.4232396,0.450600185,269.4700174,1.802,49.028,0.036754508
1132,SANLO,SANLOSUR,Dicots,Sapindales,Sapindaceae,Cupania,Cupania scrobiculata,Q (40173),0,2,49.275,1.373,0.004802,0.628,130.7788421,0.457392571,285.9225323,1.751,48.63,0.03600658
1133,SANLO,SANLOSUR,Dicots,Sapindales,Sapindaceae,Cupania,Cupania scrobiculata,Q (40173),0,3,47.025,1.12,0.004148,0.518,124.87946,0.4625,270.0096432,1.666,48.323,0.034476336
1134,SANLO,SANLOSUR,Dicots,Sapindales,Sapindaceae,Cupania,Cupania scrobiculata,Q (40173),0,6,62.675,2.854,0.014782,1.152,77.93262075,0.403644008,193.0726559,2.068,50.632,0.040843735
1135,SANLO,SANLOSUR,Dicots,Sapindales,Sapindaceae,Cupania,Cupania scrobiculata,Q (40173),0,7,63.225,2.16,0.011214,0.864,77.04654896,0.4,192.6163724,1.895,45.85,0.041330425
1136,SANLO,SANLOSUR,Dicots,Sapindales,Sapindaceae,Cupania,Cupania scrobiculata,Q (40173),0,8,61.525,1.625,0.008574,0.653,76.16048519,0.401846154,189.5264754,2.027,49.744,0.040748633
1137,SANLO,SANLONORTE,Dicots,Malpighiales,Clusiaceae,Marila,Marila laxiflora,AA (38435),1,1,53.275,3.31,0.011805,1.528,129.4366794,0.46163142,280.3896654,1.895,50.058,0.037856087
1138,SANLO,SANLONORTE,Dicots,Malpighiales,Clusiaceae,Marila,Marila laxiflora,AA (38435),1,2,50.1,2.994,0.010386,1.382,133.0637396,0.461589846,288.2726748,1.849,50.182,0.036845881
1139,SANLO,SANLONORTE,Dicots,Malpighiales,Clusiaceae,Marila,Marila laxiflora,AA (38435),1,3,60.65,3.83,0.013804,1.619,117.284845,0.422715405,277.4558099,2.836,50.737,0.055896092
1140,SANLO,SANLONORTE,Dicots,Malpighiales,Clusiaceae,Marila,Marila laxiflora,AA (38435),0,6,57.4,3.519,0.014401,1.384,96.10443719,0.393293549,244.3580307,1.499,47.374,0.031641829
1141,SANLO,SANLONORTE,Dicots,Malpighiales,Clusiaceae,Marila,Marila laxiflora,AA (38435),0,7,58,4.121,0.016948,1.728,101.9589332,0.4193157,243.1555346,NA,NA,NA
1142,SANLO,SANLONORTE,Dicots,Malpighiales,Clusiaceae,Marila,Marila laxiflora,AA (38435),0,8,55.16666667,3.628,0.015214,1.468,96.49007493,0.40463065,238.4645721,1.55,47.757,0.032455975
1143,SANLO,SANLONORTE,Monocots,Arecales,Arecaceae,Oenocarpus,Oenocarpus mapora,BB (038385),1,1,58.575,3.082,0.012254,1.517,123.7963114,0.492212849,251.5097111,1.726,51.844,0.033292184
1144,SANLO,SANLONORTE,Monocots,Arecales,Arecaceae,Oenocarpus,Oenocarpus mapora,BB (038385),1,2,60.975,2.455,0.009508,1.227,129.0492217,0.499796334,258.203618,1.842,50.979,0.036132525
1145,SANLO,SANLONORTE,Monocots,Arecales,Arecaceae,Oenocarpus,Oenocarpus mapora,BB (038385),1,3,59.975,2.587,0.010287,1.276,124.0400505,0.493235408,251.4824536,1.715,50.118,0.034219243
1146,SANLO,SANLONORTE,Monocots,Arecales,Arecaceae,Oenocarpus,Oenocarpus mapora,BB (038385),1,6,71.925,2.323,0.009471,1.231,129.9757153,0.529918209,245.2750502,1.591,53.02,0.030007544
1147,SANLO,SANLONORTE,Monocots,Arecales,Arecaceae,Oenocarpus,Oenocarpus mapora,BB (038385),1,7,67.45,2.55,0.009946,1.374,138.1459883,0.538823529,256.3844762,1.587,52.689,0.030120139
1148,SANLO,SANLONORTE,Monocots,Arecales,Arecaceae,Oenocarpus,Oenocarpus mapora,BB (038385),1,8,70.2,2.124,0.008409,1.102,131.0500654,0.518832392,252.5865144,1.427,50.936,0.028015549
1149,SANLO,SANLONORTE,Dicots,Fabales,Fabaceae-caesalpinioideae,Tachigali,Tachigali versicolor,CC,1,1,24.775,0.787,0.003895,0.254,65.21181001,0.3227446,202.0539153,NA,NA,NA
1150,SANLO,SANLONORTE,Dicots,Fabales,Fabaceae-caesalpinioideae,Tachigali,Tachigali versicolor,CC,1,2,25.2,0.674,0.003261,0.224,68.69058571,0.332344214,206.6850659,NA,NA,NA
1151,SANLO,SANLONORTE,Dicots,Fabales,Fabaceae-caesalpinioideae,Tachigali,Tachigali versicolor,CC,1,3,25.075,0.733,0.003571,0.24,67.20806497,0.327421555,205.2646318,NA,NA,NA
1152,SANLO,SANLONORTE,Dicots,Fabales,Fabaceae-caesalpinioideae,Tachigali,Tachigali versicolor,CC,0,6,22.9,0.805,0.004709,0.165,35.03928647,0.204968944,170.9492461,NA,NA,NA
1153,SANLO,SANLONORTE,Dicots,Fabales,Fabaceae-caesalpinioideae,Tachigali,Tachigali versicolor,CC,0,7,24.825,0.546,0.003386,0.117,34.55404607,0.214285714,161.252215,NA,NA,NA
1154,SANLO,SANLONORTE,Dicots,Fabales,Fabaceae-caesalpinioideae,Tachigali,Tachigali versicolor,CC,0,8,22.9,0.642,0.003794,0.138,36.37322088,0.214953271,169.2145493,NA,NA,NA
1155,SANLO,SANLONORTE,Dicots,Ericales,Sapotaceae,Manilkara,Manilkara bidentata,DD,1,1,63.675,1.46,0.002872,0.635,221.1002786,0.434931507,508.356546,1.651,53.769,0.030705425
1156,SANLO,SANLONORTE,Dicots,Ericales,Sapotaceae,Manilkara,Manilkara bidentata,DD,1,2,63.75,1.536,0.003047,0.685,224.8112898,0.445963542,504.1023958,1.515,54.772,0.027660118
1157,SANLO,SANLONORTE,Dicots,Ericales,Sapotaceae,Manilkara,Manilkara bidentata,DD,1,3,64.9,1.542,0.003208,0.727,226.6209476,0.471465629,480.6733167,1.566,53.328,0.029365437
1158,SANLO,SANLONORTE,Dicots,Ericales,Sapotaceae,Manilkara,Manilkara bidentata,DD,0,6,52.325,2.989,0.007398,1.098,148.4184915,0.367346939,404.0281157,1.593,51.539,0.030908632
1159,SANLO,SANLONORTE,Dicots,Ericales,Sapotaceae,Manilkara,Manilkara bidentata,DD,0,7,51.025,1.854,0.005135,0.702,136.7088608,0.378640777,361.0516066,1.64,50.82,0.03227076
1160,SANLO,SANLONORTE,Dicots,Ericales,Sapotaceae,Manilkara,Manilkara bidentata,DD,0,8,48.75,2.575,0.006782,0.997,147.0067827,0.387184466,379.6815099,1.484,51.802,0.028647543
1161,SANLO,SANLONORTE,Monocots,Arecales,Arecaceae,Socratea,Socratea exorrhiza,EE (38209),1,1,68.825,5.675,0.016864,2.419,143.4416509,0.426255507,336.5156546,1.546,47.018,0.032881024
1162,SANLO,SANLONORTE,Monocots,Arecales,Arecaceae,Socratea,Socratea exorrhiza,EE (38209),1,2,76.275,7.205,0.021726,3.096,142.5020713,0.429701596,331.6303047,2.01,45.418,0.044255581
1163,SANLO,SANLONORTE,Monocots,Arecales,Arecaceae,Socratea,Socratea exorrhiza,EE (38209),1,3,62.675,6.67,0.019149,2.839,148.2583947,0.425637181,348.3210612,1.568,48.855,0.032094975
1164,SANLO,SANLONORTE,Monocots,Arecales,Arecaceae,Socratea,Socratea exorrhiza,EE (38209),1,6,71.525,8.753,0.024405,4.098,167.9164106,0.468182337,358.6560131,1.823,47.489,0.038387837
1165,SANLO,SANLONORTE,Monocots,Arecales,Arecaceae,Socratea,Socratea exorrhiza,EE (38209),1,7,72.65,3.764,0.011665,1.731,148.3926275,0.459883103,322.6746678,1.294,46.046,0.028102332
1166,SANLO,SANLONORTE,Monocots,Arecales,Arecaceae,Socratea,Socratea exorrhiza,EE (38209),1,8,70.825,6.099,0.018808,2.839,150.9464058,0.465486145,324.2769034,2.147,46.114,0.046558529
1167,SANLO,SANLONORTE,Dicots,Malpighiales,Clusiaceae,Marila,Marila laxiflora,FF (38264),0,1,51.85,3.387,0.014557,1.517,104.2110325,0.447888987,232.6715669,NA,NA,NA
1168,SANLO,SANLONORTE,Dicots,Malpighiales,Clusiaceae,Marila,Marila laxiflora,FF (38264),0,2,56.5,2.9,0.012612,1.259,99.82556296,0.434137931,229.9397399,1.781,47.35,0.037613516
1169,SANLO,SANLONORTE,Dicots,Malpighiales,Clusiaceae,Marila,Marila laxiflora,FF (38264),0,3,52.8,3.413,0.014233,1.571,110.3772922,0.460298857,239.794843,1.956,51.069,0.038301122
1170,SANLO,SANLONORTE,Dicots,Malpighiales,Clusiaceae,Marila,Marila laxiflora,FF (38264),0,6,53.15,2.932,0.016558,1.011,61.0580988,0.344815825,177.0745259,1.906,49.606,0.038422771
1171,SANLO,SANLONORTE,Dicots,Malpighiales,Clusiaceae,Marila,Marila laxiflora,FF (38264),0,7,52.8,2.656,0.014523,0.938,64.5872065,0.353162651,182.8823246,1.914,49.266,0.038850323
1172,SANLO,SANLONORTE,Dicots,Malpighiales,Clusiaceae,Marila,Marila laxiflora,FF (38264),0,8,52.15,2.88,0.015568,1.043,66.99640288,0.362152778,184.9948613,1.918,49.909,0.038429942
1173,SANLO,SANLONORTE,Dicots,Santalales,Olacaceae,Heisteria,Heisteria acuminata,GG (38265),NA,1,48.975,0.52,0.002797,0.194,69.3600286,0.373076923,185.9134787,1.385,48.252,0.028703473
1174,SANLO,SANLONORTE,Dicots,Santalales,Olacaceae,Heisteria,Heisteria acuminata,GG (38265),NA,2,51.725,0.596,0.003337,0.231,69.22385376,0.387583893,178.6035361,1.383,46.852,0.029518484
1175,SANLO,SANLONORTE,Dicots,Santalales,Olacaceae,Heisteria,Heisteria acuminata,GG (38265),NA,3,52.6,0.537,0.003033,0.201,66.27101879,0.374301676,177.0524233,1.482,47.963,0.030898818
1176,SANLO,SANLONORTE,Dicots,Santalales,Olacaceae,Heisteria,Heisteria acuminata,GG (38265),NA,6,42.9,0.475,0.002518,0.157,62.35107228,0.330526316,188.6417792,1.255,47.23,0.026572094
1177,SANLO,SANLONORTE,Dicots,Santalales,Olacaceae,Heisteria,Heisteria acuminata,GG (38265),NA,7,49.25,0.48,0.002374,0.195,82.13984836,0.40625,202.190396,1.128,49.805,0.022648328
1178,SANLO,SANLONORTE,Dicots,Santalales,Olacaceae,Heisteria,Heisteria acuminata,GG (38265),NA,8,47.025,0.372,0.002071,0.13,62.77160792,0.349462366,179.6233704,1.281,47.49,0.0269741
1179,SANLO,SANLONORTE,Monocots,Arecales,Arecaceae,Socratea,Socratea exorrhiza,HH,1,1,52.55,3.456,0.016495,1.415,85.78357078,0.40943287,209.5180358,1.958,49.881,0.039253423
1180,SANLO,SANLONORTE,Monocots,Arecales,Arecaceae,Socratea,Socratea exorrhiza,HH,1,2,42.25,2.03,0.010108,0.82,81.12386229,0.403940887,200.8310249,2.014,48.771,0.041295032
1181,SANLO,SANLONORTE,Monocots,Arecales,Arecaceae,Socratea,Socratea exorrhiza,HH,1,3,48.5,2.315,0.010887,0.958,87.99485625,0.413822894,212.6389272,1.99,49.239,0.040415118
1182,SANLO,SANLONORTE,Monocots,Arecales,Arecaceae,Socratea,Socratea exorrhiza,HH,0,6,53.875,2.574,0.014627,0.886,60.57291311,0.344211344,175.9759349,2.066,46.351,0.044572933
1183,SANLO,SANLONORTE,Monocots,Arecales,Arecaceae,Socratea,Socratea exorrhiza,HH,0,7,54.975,3.008,0.016432,1.07,65.11684518,0.355718085,183.0574489,2.02,49.017,0.041210192
1184,SANLO,SANLONORTE,Monocots,Arecales,Arecaceae,Socratea,Socratea exorrhiza,HH,0,8,51.4,2.647,0.013621,0.937,68.79083768,0.353985644,194.332281,1.901,48.617,0.039101549
1185,SANLO,SANLONORTE,Dicots,Rosales,Moraceae,Perebea,Perebea xanthochyma,II (38301),0,1,47.8,5.74,0.022273,2.509,112.6476002,0.437108014,257.7111301,1.55,45.731,0.033893858
1186,SANLO,SANLONORTE,Dicots,Rosales,Moraceae,Perebea,Perebea xanthochyma,II (38301),0,2,52.95,3.422,0.012574,1.514,120.4071894,0.442431327,272.1488786,1.88,47.29,0.039754705
1187,SANLO,SANLONORTE,Dicots,Rosales,Moraceae,Perebea,Perebea xanthochyma,II (38301),0,3,56.2,6.241,0.023729,2.658,112.0148342,0.425893286,263.0115049,1.746,46.611,0.037458969
1188,SANLO,SANLONORTE,Dicots,Rosales,Moraceae,Perebea,Perebea xanthochyma,II (38301),0,6,51.3,9.385,0.04177,3.288,78.71678238,0.350346297,224.6827867,1.274,44.182,0.028835272
1189,SANLO,SANLONORTE,Dicots,Rosales,Moraceae,Perebea,Perebea xanthochyma,II (38301),0,7,49.875,8.127,0.036044,2.994,83.0651426,0.368401624,225.4744202,1.393,45.271,0.03077025
1190,SANLO,SANLONORTE,Dicots,Rosales,Moraceae,Perebea,Perebea xanthochyma,II (38301),0,8,57.325,8.553,0.042679,3.553,83.24937323,0.415409798,200.4030085,1.563,44.603,0.035042486
1191,SANLO,SANLONORTE,Dicots,Malpighiales,Ochnaceae,Cespedesia,Cespedesia spathulata,JJ (38292),0,1,67.225,54.49,0.166969,23.32,139.6666447,0.427968435,326.3480047,1.558,48.171,0.032343111
1192,SANLO,SANLONORTE,Dicots,Malpighiales,Ochnaceae,Cespedesia,Cespedesia spathulata,JJ (38292),0,2,72.4,50.627,0.129174,19.018,147.2277703,0.375649357,391.9287163,1.28,50.453,0.025370146
1193,SANLO,SANLONORTE,Dicots,Malpighiales,Ochnaceae,Cespedesia,Cespedesia spathulata,JJ (38292),0,3,67.55,63.254,0.165935,23.566,142.0194655,0.372561419,381.1974568,1.54,51.434,0.029941284
1194,SANLO,SANLONORTE,Dicots,Malpighiales,Ochnaceae,Cespedesia,Cespedesia spathulata,JJ (38292),0,6,60.25,24.549,0.085425,8.371,97.99239099,0.340991486,287.3748903,1.411,48.972,0.028812383
1195,SANLO,SANLONORTE,Dicots,Malpighiales,Ochnaceae,Cespedesia,Cespedesia spathulata,JJ (38292),0,7,65.7,36.197,0.119033,12.312,103.4335016,0.340138686,304.0921425,1.717,49.355,0.034788775
1196,SANLO,SANLONORTE,Dicots,Malpighiales,Ochnaceae,Cespedesia,Cespedesia spathulata,JJ (38292),0,8,60.5,24.971,0.084463,8.28,98.03109054,0.331584638,295.6442466,1.611,49.152,0.032775879
1197,SANLO,SANLONORTE,Dicots,Malpighiales,Clusiaceae,Tovomita,Tovomita longifolia,KK,0,1,56,2.816,0.011175,1.082,96.82326622,0.384232955,251.9910515,1.714,51.861,0.033049883
1198,SANLO,SANLONORTE,Dicots,Malpighiales,Clusiaceae,Tovomita,Tovomita longifolia,KK,0,2,49.975,2.576,0.007308,0.944,129.1735085,0.366459627,352.4904215,1.499,52.472,0.028567617
1199,SANLO,SANLONORTE,Dicots,Malpighiales,Clusiaceae,Tovomita,Tovomita longifolia,KK,0,3,63.925,1.852,0.004933,0.655,132.7792418,0.353671706,375.4307723,1.717,52.16,0.032917945
1200,SANLO,SANLONORTE,Dicots,Malpighiales,Clusiaceae,Tovomita,Tovomita longifolia,KK,0,6,52.475,2.024,0.005876,0.729,124.0639891,0.360177866,344.4520082,1.834,51.658,0.035502729
1201,SANLO,SANLONORTE,Dicots,Malpighiales,Clusiaceae,Tovomita,Tovomita longifolia,KK,0,7,52.075,1.713,0.005145,0.624,121.2827988,0.364273205,332.9446064,1.679,51.4701,0.032620881
1202,SANLO,SANLONORTE,Dicots,Malpighiales,Clusiaceae,Tovomita,Tovomita longifolia,KK,0,8,43.85,3.66,0.010455,1.347,128.8378766,0.368032787,350.071736,1.595,52.544,0.030355512
1203,SANLO,SANLOESTE,Dicots,Rosales,Moraceae,Brosimum,Brosimum utile,AAA  (41794),1,1,49.625,2.083,0.007816,0.929,118.8587513,0.445991359,266.5046059,1.922,54.09,0.03553337
1204,SANLO,SANLOESTE,Dicots,Rosales,Moraceae,Brosimum,Brosimum utile,AAA  (41794),1,2,64.325,1.727,0.005192,0.617,118.8366718,0.357266937,332.6271186,2.071,54.317,0.038128026
1205,SANLO,SANLOESTE,Dicots,Rosales,Moraceae,Brosimum,Brosimum utile,AAA  (41794),1,3,44.275,1.428,0.004274,0.569,133.1305569,0.398459384,334.1132429,2.04,52.93,0.03854147
1206,SANLO,SANLOESTE,Dicots,Rosales,Moraceae,Brosimum,Brosimum utile,AAA  (41794),0,6,58.575,2.643,0.00904,1.043,115.3761062,0.394627317,292.3672566,2.145,52.857,0.040581191
1207,SANLO,SANLOESTE,Dicots,Rosales,Moraceae,Brosimum,Brosimum utile,AAA  (41794),0,7,62.5,1.988,0.006826,0.75,109.8740111,0.377263581,291.2393788,1.677,53.055,0.031608708
1208,SANLO,SANLOESTE,Dicots,Rosales,Moraceae,Brosimum,Brosimum utile,AAA  (41794),0,8,56.05,1.547,0.005373,0.606,112.786153,0.391725921,287.9210869,1.803,53.485,0.033710386
1209,SANLO,SANLOESTE,Dicots,Magnoliales,Annonaceae,Guatteria,Guatteria dumetorum,BBB  (41822),0,1,56.375,1.604,0.007221,0.628,86.96856391,0.391521197,222.1298989,1.735,52.762,0.032883515
1210,SANLO,SANLOESTE,Dicots,Magnoliales,Annonaceae,Guatteria,Guatteria dumetorum,BBB  (41822),0,2,56.25,1.788,0.008266,0.706,85.41011372,0.394854586,216.3077668,1.879,52.891,0.035525893
1211,SANLO,SANLOESTE,Dicots,Magnoliales,Annonaceae,Guatteria,Guatteria dumetorum,BBB  (41822),0,3,56.3,1.521,0.007037,0.604,85.83203069,0.397107166,216.1432429,1.728,52.31,0.033033837
1212,SANLO,SANLOESTE,Dicots,Magnoliales,Annonaceae,Guatteria,Guatteria dumetorum,BBB  (41822),0,6,55.35,1.057,0.004986,0.36,72.20216606,0.340586566,211.993582,1.866,51.511,0.036225272
1213,SANLO,SANLOESTE,Dicots,Magnoliales,Annonaceae,Guatteria,Guatteria dumetorum,BBB  (41822),0,7,56.225,0.896,0.004094,0.307,74.98778701,0.342633929,218.8568637,1.835,50.877,0.036067378
1214,SANLO,SANLOESTE,Dicots,Magnoliales,Annonaceae,Guatteria,Guatteria dumetorum,BBB  (41822),0,8,64.55,0.79,0.00335,0.266,79.40298507,0.336708861,235.8208955,1.922,50.413,0.038125087
1215,SANLO,SANLOESTE,Dicots,Malvales,Tiliaceae,Apeiba,Apeiba membranacea,CCC  (41827),1,1,55.525,3.049,0.008873,1.167,131.5225966,0.382748442,343.6267328,2.087,52.736,0.039574484
1216,SANLO,SANLOESTE,Dicots,Malvales,Tiliaceae,Apeiba,Apeiba membranacea,CCC  (41827),1,2,51.95,2.989,0.008942,1.149,128.4947439,0.384409502,334.265265,2.273,52.6,0.043212928
1217,SANLO,SANLOESTE,Dicots,Malvales,Tiliaceae,Apeiba,Apeiba membranacea,CCC  (41827),1,3,48.875,2.089,0.005753,0.778,135.2337911,0.372426999,363.1148966,2.053,51.643,0.039753694
1218,SANLO,SANLOESTE,Dicots,Malvales,Tiliaceae,Apeiba,Apeiba membranacea,CCC  (41827),0,6,56.1,2.647,0.010061,0.91,90.44826558,0.343785417,263.0951198,2.273,50.874,0.044679011
1219,SANLO,SANLOESTE,Dicots,Malvales,Tiliaceae,Apeiba,Apeiba membranacea,CCC  (41827),0,7,56.05,3.064,0.01178,1.054,89.47368421,0.343994778,260.1018676,2.358,50.802,0.046415495
1220,SANLO,SANLOESTE,Dicots,Malvales,Tiliaceae,Apeiba,Apeiba membranacea,CCC  (41827),0,8,52.1,1.465,0.006456,0.433,67.06939281,0.29556314,226.9206939,2.259,49.821,0.045342326
1221,SANLO,SANLOESTE,Dicots,Rosales,Moraceae,Brosimum,Brosimum utile,DDD  (41828),1,1,45.35,1.354,0.003743,0.636,169.9171787,0.46971935,361.7419182,1.712,51.206,0.033433582
1222,SANLO,SANLOESTE,Dicots,Rosales,Moraceae,Brosimum,Brosimum utile,DDD  (41828),1,2,46.975,1.793,0.005103,0.812,159.122085,0.452872281,351.361944,1.749,51.405,0.034023928
1223,SANLO,SANLOESTE,Dicots,Rosales,Moraceae,Brosimum,Brosimum utile,DDD  (41828),1,3,46.5,1.187,0.003436,0.539,156.8684517,0.454085931,345.459837,1.647,51.674,0.031872895
1224,SANLO,SANLOESTE,Dicots,Rosales,Moraceae,Brosimum,Brosimum utile,DDD  (41828),0,6,61.625,1.636,0.005557,0.683,122.9080439,0.417481663,294.4034551,1.998,49.755,0.040156768
1225,SANLO,SANLOESTE,Dicots,Rosales,Moraceae,Brosimum,Brosimum utile,DDD  (41828),0,7,56.9,1.859,0.006173,0.757,122.6308116,0.407208176,301.1501701,1.464,51.307,0.028534118
1226,SANLO,SANLOESTE,Dicots,Rosales,Moraceae,Brosimum,Brosimum utile,DDD  (41828),0,8,48.15,1.21,0.004427,0.531,119.9457872,0.438842975,273.322792,1.585,50.236,0.031551079
1227,SANLO,SANLOESTE,Dicots,Laurales,Lauraceae,Nectandra,Nectandra purpurea,EEE  (41879),0,1,50.225,1.311,0.005661,0.628,110.9344639,0.479023646,231.5845257,NA,NA,NA
1228,SANLO,SANLOESTE,Dicots,Laurales,Lauraceae,Nectandra,Nectandra purpurea,EEE  (41879),0,2,51.3,1.252,0.005572,0.585,104.9892319,0.467252396,224.6949031,NA,NA,NA
1229,SANLO,SANLOESTE,Dicots,Laurales,Lauraceae,Nectandra,Nectandra purpurea,EEE  (41879),0,3,54.425,0.891,0.003942,0.411,104.261796,0.461279461,226.0273973,NA,NA,NA
1230,SANLO,SANLOESTE,Dicots,Laurales,Lauraceae,Nectandra,Nectandra purpurea,EEE  (41879),0,6,51.4,1.45,0.006911,0.594,85.94993489,0.409655172,209.8104471,NA,NA,NA
1231,SANLO,SANLOESTE,Dicots,Laurales,Lauraceae,Nectandra,Nectandra purpurea,EEE  (41879),0,7,50.275,1.174,0.005838,0.481,82.39122987,0.409710392,201.0962658,NA,NA,NA
1232,SANLO,SANLOESTE,Dicots,Laurales,Lauraceae,Nectandra,Nectandra purpurea,EEE  (41879),0,8,51.025,1.321,0.006166,0.551,89.361012,0.417108251,214.2393772,NA,NA,NA
1233,SANLO,SANLOESTE,Dicots,Sapindales,Sapindaceae,Cupania,Cupania scrobiculata,FFF  (41883),0,1,57.3,1.631,0.007678,0.718,93.51393592,0.440220723,212.4251107,2.499,49.842,0.050138437
1234,SANLO,SANLOESTE,Dicots,Sapindales,Sapindaceae,Cupania,Cupania scrobiculata,FFF  (41883),0,2,59.525,1.425,0.006813,0.635,93.2041685,0.445614035,209.1589608,2.229,49.017,0.045474019
1235,SANLO,SANLOESTE,Dicots,Sapindales,Sapindaceae,Cupania,Cupania scrobiculata,FFF  (41883),0,3,58.325,1.562,0.007451,0.682,91.53133808,0.436619718,209.6362904,2.402,49.499,0.048526233
1236,SANLO,SANLOESTE,Dicots,Sapindales,Sapindaceae,Cupania,Cupania scrobiculata,FFF  (41883),0,6,51.575,1.005,0.005437,0.402,73.93783336,0.4,184.8445834,2.099,50.23,0.041787776
1237,SANLO,SANLOESTE,Dicots,Sapindales,Sapindaceae,Cupania,Cupania scrobiculata,FFF  (41883),0,7,55.1,1.092,0.005762,0.447,77.57723013,0.409340659,189.5175286,2.075,49.977,0.041519099
1238,SANLO,SANLOESTE,Dicots,Sapindales,Sapindaceae,Cupania,Cupania scrobiculata,FFF  (41883),0,8,55.35,1.278,0.006185,0.472,76.31366209,0.369327074,206.628941,1.958,50.751,0.038580521
1239,SANLO,SANLOESTE,Dicots,Sapindales,Anacardiaceae,Tapirira,Tapirira guianensis,GGG  (41880),1,1,69.475,1.629,0.005795,0.731,126.1432269,0.448741559,281.1044003,1.543,48.593,0.031753545
1240,SANLO,SANLOESTE,Dicots,Sapindales,Anacardiaceae,Tapirira,Tapirira guianensis,GGG  (41880),1,2,72.7,0.963,0.003758,0.425,113.0920703,0.44132918,256.2533262,1.751,51.909,0.033732108
1241,SANLO,SANLOESTE,Dicots,Sapindales,Anacardiaceae,Tapirira,Tapirira guianensis,GGG  (41880),1,3,71.4,1.184,0.004615,0.529,114.6262189,0.446790541,256.5547129,1.623,50.801,0.03194819
1242,SANLO,SANLOESTE,Dicots,Sapindales,Anacardiaceae,Tapirira,Tapirira guianensis,GGG  (41880),0,6,62.3,1.096,0.005211,0.474,90.96142775,0.432481752,210.324314,1.622,49.794,0.032574206
